@RELATION turismo_cartagena_sin_planea_regresar

@ATTRIBUTE Lugar_Origen {'Internacional','Nacional'}
@ATTRIBUTE Edad NUMERIC
@ATTRIBUTE Tiempo_Estancia NUMERIC
@ATTRIBUTE Presupuesto_Promedio NUMERIC
@ATTRIBUTE Motivo_Viaje {'Negocios','Otro','Vacaciones'}
@ATTRIBUTE Uso_Tour_Guiado {'No','Si'}
@ATTRIBUTE Satisfaccion_Visita {'Alta','Baja','Media'}
@ATTRIBUTE Nivel_Gasto_Total NUMERIC
@ATTRIBUTE Cantidad_Actividades NUMERIC
@ATTRIBUTE Recomendar_Cartagena {'No','Si'}

@DATA
Internacional,25.0,7.0,179.0,Vacaciones,Si,Media,1253.0,10.0,Si
Internacional,50.0,7.0,208.0,Vacaciones,No,Media,1456.0,5.0,No
Nacional,59.0,4.0,70.0,Vacaciones,Si,Media,280.0,9.0,No
Internacional,52.0,5.0,257.0,Vacaciones,No,Alta,1285.0,4.0,Si
Nacional,52.0,4.0,108.0,Vacaciones,No,Alta,432.0,6.0,Si
Nacional,59.0,5.0,114.0,Vacaciones,Si,Media,570.0,4.0,No
Nacional,51.0,3.0,121.0,Vacaciones,Si,Alta,363.0,7.0,Si
Internacional,41.0,7.0,251.0,Vacaciones,Si,Baja,1757.0,6.0,No
Nacional,25.0,4.0,125.0,Negocios,Si,Alta,500.0,4.0,Si
Nacional,32.0,4.0,114.0,Vacaciones,Si,Alta,456.0,5.0,No
Internacional,47.0,8.0,264.0,Vacaciones,Si,Baja,2112.0,6.0,Si
Nacional,60.0,4.0,130.0,Vacaciones,Si,Baja,520.0,8.0,Si
Internacional,51.0,8.0,135.0,Vacaciones,No,Baja,1080.0,4.0,Si
Nacional,49.0,4.0,124.0,Vacaciones,Si,Alta,496.0,7.0,Si
Nacional,59.0,3.0,120.0,Vacaciones,Si,Alta,360.0,3.0,Si
Internacional,34.0,8.0,176.0,Vacaciones,Si,Alta,1408.0,7.0,Si
Nacional,32.0,4.0,110.0,Vacaciones,Si,Baja,440.0,5.0,Si
Internacional,52.0,7.0,197.0,Negocios,No,Media,1379.0,4.0,No
Internacional,51.0,5.0,193.0,Vacaciones,No,Media,965.0,3.0,Si
Nacional,47.0,4.0,111.0,Vacaciones,Si,Alta,444.0,6.0,Si
Internacional,60.0,6.0,235.0,Otro,Si,Alta,1410.0,10.0,Si
Internacional,48.0,6.0,232.0,Vacaciones,No,Media,1392.0,5.0,Si
Nacional,59.0,5.0,134.0,Vacaciones,Si,Baja,670.0,3.0,Si
Internacional,52.0,6.0,203.0,Vacaciones,Si,Media,1218.0,3.0,No
Nacional,43.0,2.0,120.0,Vacaciones,No,Baja,240.0,3.0,Si
Internacional,27.0,6.0,167.0,Vacaciones,No,Alta,1002.0,3.0,Si
Nacional,60.0,4.0,91.0,Negocios,Si,Media,364.0,4.0,No
Internacional,59.0,8.0,203.0,Vacaciones,No,Media,1624.0,4.0,Si
Nacional,46.0,4.0,128.0,Vacaciones,Si,Alta,512.0,9.0,Si
Internacional,26.0,6.0,225.0,Negocios,Si,Alta,1350.0,7.0,Si
Internacional,40.0,10.0,185.0,Vacaciones,Si,Alta,1850.0,7.0,Si
Nacional,60.0,2.0,121.0,Vacaciones,Si,Alta,242.0,6.0,Si
Nacional,43.0,4.0,124.0,Negocios,Si,Media,496.0,7.0,No
Nacional,50.0,4.0,139.0,Vacaciones,No,Alta,556.0,5.0,Si
Nacional,26.0,5.0,161.0,Vacaciones,Si,Baja,805.0,6.0,Si
Internacional,40.0,7.0,183.0,Vacaciones,No,Alta,1281.0,6.0,No
Internacional,25.0,4.0,200.0,Vacaciones,Si,Baja,800.0,3.0,Si
Nacional,30.0,3.0,136.0,Negocios,Si,Alta,408.0,7.0,Si
Internacional,42.0,6.0,171.0,Vacaciones,Si,Alta,1026.0,10.0,Si
Nacional,42.0,5.0,106.0,Vacaciones,No,Alta,530.0,3.0,Si
Nacional,44.0,4.0,87.0,Vacaciones,Si,Media,348.0,8.0,No
Internacional,43.0,6.0,173.0,Vacaciones,No,Media,1038.0,5.0,No
Nacional,46.0,3.0,160.0,Vacaciones,Si,Media,480.0,4.0,No
Internacional,52.0,5.0,146.0,Otro,Si,Media,730.0,10.0,Si
Internacional,45.0,9.0,222.0,Vacaciones,Si,Alta,1998.0,10.0,Si
Internacional,41.0,7.0,234.0,Vacaciones,Si,Media,1638.0,7.0,Si
Nacional,32.0,3.0,88.0,Negocios,Si,Media,264.0,7.0,Si
Nacional,44.0,4.0,138.0,Negocios,Si,Media,552.0,7.0,No
Internacional,50.0,8.0,149.0,Vacaciones,Si,Media,1192.0,3.0,Si
Nacional,37.0,2.0,118.0,Vacaciones,Si,Media,236.0,8.0,No
Internacional,32.0,7.0,244.0,Vacaciones,Si,Alta,1708.0,10.0,Si
Nacional,52.0,4.0,105.0,Vacaciones,Si,Alta,420.0,10.0,Si
Nacional,54.0,6.0,157.0,Vacaciones,Si,Media,942.0,10.0,No
Nacional,39.0,3.0,107.0,Vacaciones,Si,Baja,321.0,4.0,No
Nacional,33.0,3.0,127.0,Vacaciones,No,Media,381.0,4.0,No
Nacional,51.0,3.0,146.0,Vacaciones,Si,Media,438.0,6.0,Si
Internacional,52.0,9.0,245.0,Vacaciones,Si,Baja,2205.0,7.0,No
Internacional,54.0,8.0,211.0,Vacaciones,Si,Alta,1688.0,9.0,Si
Internacional,36.0,9.0,185.0,Vacaciones,No,Media,1665.0,4.0,No
Nacional,40.0,4.0,81.0,Vacaciones,No,Baja,324.0,6.0,Si
Nacional,28.0,5.0,118.0,Vacaciones,No,Baja,590.0,3.0,No
Internacional,31.0,8.0,158.0,Vacaciones,Si,Alta,1264.0,9.0,Si
Nacional,41.0,5.0,121.0,Vacaciones,No,Media,605.0,3.0,Si
Internacional,47.0,8.0,214.0,Vacaciones,No,Alta,1712.0,5.0,Si
Internacional,45.0,7.0,193.0,Vacaciones,Si,Media,1351.0,6.0,No
Nacional,38.0,4.0,108.0,Vacaciones,No,Baja,432.0,3.0,No
Internacional,43.0,6.0,233.0,Vacaciones,Si,Alta,1398.0,8.0,No
Internacional,30.0,7.0,166.0,Vacaciones,Si,Baja,1162.0,5.0,Si
Internacional,31.0,6.0,203.0,Vacaciones,Si,Baja,1218.0,10.0,Si
Nacional,56.0,4.0,125.0,Vacaciones,Si,Baja,500.0,10.0,No
Internacional,25.0,7.0,195.0,Vacaciones,No,Media,1365.0,3.0,No
Internacional,42.0,6.0,195.0,Negocios,No,Alta,1170.0,4.0,Si
Internacional,38.0,7.0,238.0,Otro,Si,Baja,1666.0,9.0,Si
Nacional,59.0,4.0,128.0,Negocios,Si,Alta,512.0,4.0,Si
Internacional,53.0,5.0,216.0,Vacaciones,Si,Baja,1080.0,7.0,No
Nacional,59.0,4.0,136.0,Vacaciones,Si,Alta,544.0,4.0,Si
Internacional,48.0,8.0,192.0,Vacaciones,Si,Alta,1536.0,4.0,Si
Nacional,53.0,4.0,125.0,Vacaciones,Si,Media,500.0,7.0,Si
Nacional,50.0,4.0,125.0,Vacaciones,Si,Alta,500.0,6.0,No
Nacional,57.0,4.0,162.0,Vacaciones,Si,Media,648.0,4.0,Si
Nacional,33.0,6.0,119.0,Vacaciones,Si,Media,714.0,6.0,No
Nacional,32.0,4.0,126.0,Vacaciones,Si,Alta,504.0,10.0,Si
Nacional,38.0,6.0,118.0,Vacaciones,Si,Baja,708.0,4.0,Si
Internacional,48.0,7.0,210.0,Vacaciones,No,Alta,1470.0,6.0,Si
Nacional,49.0,4.0,105.0,Vacaciones,Si,Alta,420.0,7.0,Si
Nacional,59.0,5.0,126.0,Vacaciones,No,Alta,630.0,5.0,Si
Internacional,35.0,5.0,213.0,Vacaciones,Si,Media,1065.0,9.0,Si
Nacional,33.0,1.0,120.0,Vacaciones,Si,Media,120.0,9.0,No
Nacional,49.0,5.0,137.0,Vacaciones,Si,Media,685.0,4.0,No
Nacional,48.0,3.0,100.0,Otro,No,Baja,300.0,4.0,Si
Internacional,27.0,7.0,193.0,Vacaciones,No,Baja,1351.0,6.0,Si
Internacional,51.0,7.0,160.0,Vacaciones,Si,Media,1120.0,8.0,No
Nacional,35.0,5.0,110.0,Vacaciones,Si,Alta,550.0,9.0,Si
Nacional,29.0,5.0,131.0,Vacaciones,No,Alta,655.0,3.0,Si
Internacional,56.0,5.0,200.0,Vacaciones,No,Baja,1000.0,6.0,Si
Internacional,56.0,8.0,150.0,Vacaciones,No,Alta,1200.0,5.0,Si
Nacional,59.0,4.0,94.0,Vacaciones,Si,Alta,376.0,3.0,Si
Nacional,59.0,5.0,97.0,Vacaciones,Si,Baja,485.0,9.0,Si
Nacional,33.0,5.0,76.0,Vacaciones,No,Media,380.0,6.0,No
Nacional,42.0,6.0,116.0,Otro,Si,Alta,696.0,4.0,Si
Nacional,40.0,5.0,136.0,Negocios,Si,Alta,680.0,4.0,Si
Internacional,47.0,9.0,249.0,Vacaciones,Si,Media,2241.0,7.0,No
Internacional,35.0,7.0,147.0,Negocios,Si,Alta,1029.0,8.0,Si
Nacional,53.0,4.0,96.0,Otro,Si,Baja,384.0,10.0,No
Nacional,33.0,1.0,130.0,Vacaciones,Si,Media,130.0,8.0,Si
Nacional,45.0,4.0,84.0,Vacaciones,No,Alta,336.0,3.0,Si
Internacional,34.0,4.0,207.0,Vacaciones,Si,Baja,828.0,7.0,Si
Internacional,27.0,5.0,220.0,Vacaciones,Si,Media,1100.0,6.0,No
Nacional,52.0,7.0,154.0,Vacaciones,Si,Baja,1078.0,8.0,Si
Nacional,36.0,4.0,96.0,Vacaciones,Si,Alta,384.0,8.0,Si
Nacional,48.0,3.0,137.0,Vacaciones,No,Alta,411.0,3.0,Si
Nacional,50.0,5.0,134.0,Vacaciones,No,Alta,670.0,4.0,Si
Nacional,42.0,3.0,113.0,Negocios,Si,Baja,339.0,8.0,No
Nacional,37.0,4.0,123.0,Vacaciones,Si,Baja,492.0,6.0,Si
Nacional,58.0,4.0,102.0,Vacaciones,No,Baja,408.0,3.0,Si
Internacional,26.0,7.0,183.0,Vacaciones,Si,Media,1281.0,6.0,Si
Nacional,29.0,4.0,146.0,Vacaciones,Si,Baja,584.0,4.0,No
Nacional,27.0,3.0,91.0,Negocios,No,Media,273.0,5.0,No
Nacional,32.0,4.0,112.0,Vacaciones,No,Alta,448.0,6.0,No
Nacional,41.0,4.0,133.0,Vacaciones,Si,Baja,532.0,5.0,No
Nacional,51.0,4.0,137.0,Vacaciones,Si,Media,548.0,7.0,Si
Nacional,42.0,4.0,116.0,Vacaciones,Si,Media,464.0,8.0,Si
Internacional,50.0,5.0,238.0,Vacaciones,Si,Alta,1190.0,3.0,No
Nacional,48.0,4.0,82.0,Vacaciones,No,Baja,328.0,5.0,Si
Internacional,43.0,6.0,232.0,Vacaciones,Si,Baja,1392.0,5.0,No
Nacional,37.0,4.0,137.0,Vacaciones,Si,Baja,548.0,5.0,No
Internacional,51.0,9.0,187.0,Otro,Si,Baja,1683.0,9.0,No
Internacional,34.0,8.0,192.0,Vacaciones,Si,Baja,1536.0,4.0,No
Nacional,60.0,6.0,103.0,Vacaciones,No,Baja,618.0,6.0,Si
Nacional,46.0,4.0,103.0,Vacaciones,No,Baja,412.0,6.0,Si
Nacional,47.0,6.0,109.0,Vacaciones,Si,Alta,654.0,5.0,Si
Nacional,28.0,3.0,119.0,Negocios,No,Media,357.0,5.0,No
Internacional,36.0,7.0,113.0,Vacaciones,Si,Media,791.0,6.0,Si
Nacional,40.0,4.0,145.0,Vacaciones,Si,Media,580.0,8.0,Si
Internacional,54.0,5.0,240.0,Vacaciones,No,Media,1200.0,3.0,Si
Internacional,36.0,4.0,189.0,Vacaciones,Si,Alta,756.0,7.0,Si
Internacional,56.0,6.0,222.0,Vacaciones,Si,Media,1332.0,5.0,Si
Nacional,32.0,5.0,123.0,Negocios,Si,Media,615.0,10.0,No
Internacional,25.0,6.0,205.0,Vacaciones,Si,Alta,1230.0,10.0,No
Internacional,49.0,7.0,167.0,Vacaciones,Si,Baja,1169.0,4.0,No
Nacional,57.0,5.0,143.0,Vacaciones,Si,Media,715.0,8.0,Si
Nacional,37.0,4.0,134.0,Negocios,Si,Baja,536.0,7.0,Si
Internacional,37.0,5.0,204.0,Negocios,Si,Alta,1020.0,6.0,Si
Internacional,55.0,3.0,197.0,Negocios,Si,Baja,591.0,4.0,Si
Nacional,48.0,3.0,136.0,Vacaciones,Si,Alta,408.0,5.0,Si
Internacional,52.0,9.0,231.0,Vacaciones,Si,Alta,2079.0,6.0,Si
Nacional,52.0,4.0,130.0,Vacaciones,Si,Baja,520.0,8.0,No
Internacional,51.0,10.0,188.0,Vacaciones,Si,Media,1880.0,7.0,No
Internacional,45.0,7.0,222.0,Vacaciones,Si,Alta,1554.0,8.0,Si
Internacional,37.0,9.0,211.0,Vacaciones,No,Alta,1899.0,6.0,Si
Internacional,44.0,7.0,199.0,Vacaciones,Si,Baja,1393.0,3.0,No
Nacional,43.0,4.0,123.0,Negocios,Si,Media,492.0,9.0,Si
Nacional,34.0,5.0,114.0,Vacaciones,Si,Alta,570.0,3.0,Si
Nacional,44.0,4.0,132.0,Vacaciones,No,Alta,528.0,6.0,Si
Internacional,58.0,10.0,196.0,Vacaciones,Si,Media,1960.0,7.0,No
Internacional,34.0,7.0,171.0,Vacaciones,No,Baja,1197.0,4.0,No
Nacional,44.0,3.0,128.0,Vacaciones,No,Media,384.0,4.0,Si
Nacional,44.0,5.0,116.0,Vacaciones,Si,Alta,580.0,8.0,Si
Internacional,59.0,6.0,213.0,Vacaciones,Si,Media,1278.0,8.0,No
Nacional,47.0,4.0,113.0,Vacaciones,Si,Alta,452.0,10.0,No
Internacional,48.0,10.0,226.0,Vacaciones,Si,Alta,2260.0,3.0,Si
Internacional,55.0,8.0,172.0,Vacaciones,Si,Baja,1376.0,8.0,Si
Nacional,53.0,3.0,143.0,Vacaciones,No,Media,429.0,3.0,Si
Internacional,49.0,5.0,218.0,Vacaciones,Si,Alta,1090.0,6.0,Si
Internacional,53.0,7.0,224.0,Vacaciones,Si,Alta,1568.0,3.0,Si
Internacional,37.0,6.0,230.0,Vacaciones,No,Alta,1380.0,6.0,Si
Nacional,56.0,4.0,87.0,Vacaciones,Si,Media,348.0,4.0,No
Nacional,32.0,4.0,112.0,Vacaciones,Si,Alta,448.0,7.0,Si
Nacional,45.0,5.0,122.0,Vacaciones,Si,Alta,610.0,8.0,Si
Nacional,26.0,4.0,83.0,Vacaciones,Si,Media,332.0,4.0,No
Nacional,50.0,3.0,152.0,Negocios,Si,Media,456.0,8.0,Si
Internacional,53.0,5.0,179.0,Vacaciones,Si,Baja,895.0,9.0,Si
Internacional,28.0,8.0,242.0,Vacaciones,Si,Alta,1936.0,5.0,Si
Internacional,54.0,9.0,209.0,Vacaciones,Si,Alta,1881.0,8.0,Si
Internacional,52.0,10.0,246.0,Vacaciones,No,Media,2460.0,3.0,Si
Nacional,27.0,4.0,110.0,Otro,No,Baja,440.0,5.0,No
Nacional,59.0,4.0,88.0,Vacaciones,No,Media,352.0,3.0,Si
Internacional,53.0,7.0,169.0,Vacaciones,Si,Alta,1183.0,8.0,Si
Internacional,40.0,7.0,122.0,Vacaciones,Si,Media,854.0,8.0,Si
Internacional,60.0,6.0,162.0,Vacaciones,No,Baja,972.0,6.0,No
Nacional,27.0,5.0,164.0,Vacaciones,No,Alta,820.0,4.0,Si
Nacional,37.0,4.0,108.0,Vacaciones,Si,Baja,432.0,3.0,Si
Nacional,25.0,4.0,103.0,Negocios,Si,Alta,412.0,4.0,Si
Internacional,43.0,4.0,237.0,Otro,Si,Baja,948.0,10.0,No
Nacional,41.0,3.0,134.0,Vacaciones,Si,Alta,402.0,9.0,Si
Nacional,26.0,5.0,117.0,Vacaciones,Si,Media,585.0,5.0,Si
Internacional,52.0,4.0,232.0,Vacaciones,Si,Alta,928.0,9.0,Si
Nacional,44.0,6.0,112.0,Vacaciones,Si,Alta,672.0,7.0,Si
Nacional,51.0,3.0,101.0,Vacaciones,No,Media,303.0,4.0,No
Internacional,54.0,8.0,233.0,Vacaciones,Si,Media,1864.0,10.0,Si
Nacional,42.0,3.0,108.0,Vacaciones,Si,Alta,324.0,10.0,Si
Internacional,31.0,8.0,193.0,Vacaciones,Si,Media,1544.0,5.0,No
Internacional,43.0,5.0,205.0,Vacaciones,Si,Media,1025.0,5.0,Si
Nacional,30.0,3.0,116.0,Vacaciones,No,Baja,348.0,4.0,Si
Internacional,28.0,10.0,139.0,Vacaciones,Si,Alta,1390.0,5.0,Si
Nacional,59.0,4.0,108.0,Vacaciones,Si,Alta,432.0,7.0,Si
Nacional,52.0,3.0,115.0,Vacaciones,No,Baja,345.0,6.0,Si
Internacional,37.0,8.0,265.0,Vacaciones,Si,Media,2120.0,5.0,No
Nacional,41.0,5.0,92.0,Negocios,No,Media,460.0,6.0,Si
Internacional,25.0,10.0,117.0,Negocios,Si,Alta,1170.0,4.0,Si
Nacional,35.0,4.0,89.0,Vacaciones,No,Alta,356.0,4.0,Si
Internacional,46.0,4.0,190.0,Vacaciones,Si,Baja,760.0,7.0,No
Internacional,28.0,9.0,179.0,Vacaciones,Si,Baja,1611.0,6.0,Si
Nacional,60.0,5.0,120.0,Vacaciones,Si,Baja,600.0,10.0,Si
Internacional,51.0,7.0,206.0,Vacaciones,No,Media,1442.0,4.0,Si
Nacional,55.0,4.0,146.0,Vacaciones,Si,Media,584.0,3.0,Si
Internacional,51.0,10.0,142.0,Vacaciones,Si,Baja,1420.0,5.0,No
Nacional,44.0,5.0,121.0,Negocios,No,Alta,605.0,5.0,Si
Nacional,46.0,4.0,127.0,Vacaciones,Si,Baja,508.0,6.0,Si
Internacional,26.0,6.0,146.0,Negocios,Si,Baja,876.0,9.0,Si
Nacional,48.0,4.0,106.0,Vacaciones,No,Baja,424.0,6.0,No
Nacional,49.0,3.0,144.0,Vacaciones,Si,Alta,432.0,10.0,No
Nacional,26.0,6.0,128.0,Vacaciones,Si,Media,768.0,6.0,Si
Internacional,33.0,7.0,206.0,Vacaciones,Si,Alta,1442.0,10.0,Si
Internacional,50.0,6.0,198.0,Vacaciones,Si,Baja,1188.0,10.0,No
Nacional,40.0,5.0,110.0,Negocios,Si,Baja,550.0,3.0,No
Nacional,46.0,4.0,95.0,Vacaciones,Si,Baja,380.0,7.0,Si
Nacional,51.0,3.0,131.0,Vacaciones,Si,Baja,393.0,9.0,Si
Nacional,40.0,4.0,112.0,Vacaciones,Si,Alta,448.0,8.0,Si
Nacional,33.0,5.0,132.0,Vacaciones,Si,Baja,660.0,6.0,No
Nacional,36.0,3.0,85.0,Vacaciones,Si,Alta,255.0,6.0,Si
Internacional,46.0,10.0,215.0,Vacaciones,Si,Media,2150.0,4.0,No
Internacional,30.0,6.0,157.0,Vacaciones,No,Baja,942.0,5.0,No
Nacional,35.0,4.0,142.0,Vacaciones,No,Baja,568.0,6.0,No
Internacional,26.0,5.0,190.0,Vacaciones,No,Alta,950.0,5.0,Si
Nacional,33.0,3.0,134.0,Vacaciones,No,Media,402.0,6.0,Si
Internacional,32.0,6.0,216.0,Otro,Si,Media,1296.0,7.0,No
Nacional,35.0,4.0,108.0,Vacaciones,No,Baja,432.0,5.0,No
Nacional,50.0,5.0,104.0,Vacaciones,Si,Media,520.0,10.0,Si
Nacional,37.0,4.0,161.0,Vacaciones,Si,Media,644.0,3.0,No
Internacional,26.0,6.0,89.0,Vacaciones,No,Baja,534.0,5.0,No
Nacional,59.0,3.0,126.0,Negocios,Si,Baja,378.0,6.0,Si
Nacional,27.0,4.0,90.0,Vacaciones,No,Alta,360.0,5.0,Si
Nacional,33.0,2.0,181.0,Vacaciones,Si,Baja,362.0,4.0,No
Nacional,53.0,5.0,135.0,Vacaciones,Si,Baja,675.0,5.0,Si
Nacional,60.0,3.0,97.0,Vacaciones,Si,Media,291.0,10.0,No
Nacional,25.0,4.0,92.0,Negocios,Si,Baja,368.0,8.0,Si
Nacional,25.0,4.0,85.0,Otro,No,Media,340.0,6.0,Si
Internacional,33.0,7.0,208.0,Vacaciones,Si,Media,1456.0,10.0,Si
Internacional,38.0,9.0,221.0,Vacaciones,Si,Media,1989.0,6.0,No
Internacional,56.0,9.0,181.0,Vacaciones,No,Alta,1629.0,3.0,Si
Internacional,51.0,7.0,138.0,Vacaciones,Si,Baja,966.0,6.0,No
Nacional,52.0,5.0,142.0,Negocios,Si,Baja,710.0,10.0,Si
Internacional,42.0,6.0,178.0,Vacaciones,Si,Alta,1068.0,6.0,Si
Internacional,56.0,10.0,244.0,Vacaciones,Si,Alta,2440.0,7.0,Si
Nacional,32.0,3.0,146.0,Vacaciones,No,Baja,438.0,3.0,No
Nacional,26.0,3.0,84.0,Vacaciones,No,Alta,252.0,3.0,Si
Nacional,44.0,5.0,160.0,Vacaciones,No,Media,800.0,6.0,Si
Nacional,43.0,1.0,124.0,Otro,No,Media,124.0,4.0,Si
Nacional,41.0,3.0,118.0,Vacaciones,No,Media,354.0,3.0,No
Internacional,42.0,7.0,191.0,Vacaciones,No,Alta,1337.0,3.0,Si
Nacional,56.0,3.0,103.0,Vacaciones,Si,Media,309.0,9.0,Si
Nacional,40.0,4.0,138.0,Vacaciones,No,Media,552.0,4.0,No
Internacional,48.0,7.0,227.0,Vacaciones,Si,Baja,1589.0,9.0,Si
Nacional,43.0,3.0,112.0,Otro,Si,Alta,336.0,5.0,Si
Nacional,43.0,4.0,128.0,Negocios,No,Media,512.0,6.0,No
Internacional,25.0,5.0,226.0,Vacaciones,Si,Baja,1130.0,10.0,Si
Internacional,53.0,9.0,195.0,Vacaciones,No,Media,1755.0,4.0,No
Internacional,37.0,6.0,236.0,Vacaciones,Si,Media,1416.0,4.0,Si
Internacional,42.0,6.0,204.0,Vacaciones,Si,Alta,1224.0,3.0,Si
Internacional,51.0,10.0,231.0,Vacaciones,Si,Baja,2310.0,6.0,No
Nacional,26.0,1.0,137.0,Vacaciones,Si,Media,137.0,6.0,No
Nacional,42.0,4.0,79.0,Vacaciones,Si,Baja,316.0,6.0,No
Internacional,33.0,4.0,202.0,Vacaciones,Si,Media,808.0,9.0,Si
Nacional,32.0,3.0,124.0,Vacaciones,Si,Baja,372.0,4.0,No
Internacional,43.0,6.0,195.0,Vacaciones,No,Media,1170.0,3.0,Si
Nacional,37.0,2.0,136.0,Vacaciones,Si,Alta,272.0,9.0,Si
Nacional,53.0,5.0,122.0,Vacaciones,Si,Baja,610.0,8.0,No
Internacional,42.0,8.0,187.0,Otro,Si,Alta,1496.0,4.0,Si
Nacional,59.0,4.0,108.0,Vacaciones,No,Alta,432.0,5.0,Si
Nacional,55.0,3.0,130.0,Vacaciones,No,Baja,390.0,5.0,No
Nacional,55.0,5.0,125.0,Vacaciones,Si,Baja,625.0,8.0,Si
Internacional,35.0,8.0,160.0,Negocios,Si,Baja,1280.0,4.0,No
Internacional,58.0,6.0,192.0,Vacaciones,Si,Baja,1152.0,7.0,Si
Nacional,26.0,4.0,178.0,Vacaciones,Si,Media,712.0,10.0,No
Nacional,33.0,5.0,117.0,Negocios,Si,Baja,585.0,4.0,No
Internacional,55.0,7.0,171.0,Vacaciones,No,Alta,1197.0,5.0,Si
Nacional,38.0,3.0,131.0,Vacaciones,No,Alta,393.0,4.0,Si
Nacional,58.0,4.0,116.0,Otro,Si,Baja,464.0,5.0,No
Internacional,41.0,7.0,241.0,Negocios,Si,Media,1687.0,6.0,Si
Nacional,29.0,4.0,89.0,Vacaciones,No,Media,356.0,3.0,Si
Nacional,58.0,3.0,146.0,Negocios,Si,Alta,438.0,9.0,Si
Internacional,51.0,8.0,168.0,Vacaciones,Si,Baja,1344.0,5.0,Si
Nacional,29.0,2.0,144.0,Vacaciones,No,Media,288.0,4.0,No
Internacional,32.0,10.0,148.0,Negocios,Si,Media,1480.0,4.0,No
Nacional,45.0,5.0,97.0,Vacaciones,Si,Alta,485.0,3.0,Si
Internacional,38.0,8.0,215.0,Vacaciones,Si,Baja,1720.0,4.0,No
Internacional,39.0,4.0,187.0,Vacaciones,Si,Baja,748.0,10.0,No
Nacional,35.0,5.0,145.0,Vacaciones,Si,Media,725.0,7.0,No
Nacional,26.0,3.0,114.0,Vacaciones,Si,Alta,342.0,6.0,Si
Nacional,31.0,3.0,153.0,Vacaciones,Si,Media,459.0,6.0,Si
Nacional,38.0,6.0,125.0,Vacaciones,No,Alta,750.0,3.0,Si
Nacional,55.0,4.0,160.0,Vacaciones,Si,Alta,640.0,4.0,Si
Internacional,59.0,9.0,159.0,Negocios,Si,Baja,1431.0,4.0,Si
Nacional,44.0,3.0,128.0,Vacaciones,Si,Baja,384.0,4.0,Si
Internacional,36.0,7.0,226.0,Vacaciones,No,Media,1582.0,5.0,No
Internacional,49.0,8.0,175.0,Vacaciones,Si,Media,1400.0,6.0,Si
Internacional,47.0,6.0,168.0,Vacaciones,Si,Baja,1008.0,9.0,No
Internacional,56.0,7.0,177.0,Negocios,No,Media,1239.0,3.0,Si
Internacional,50.0,7.0,218.0,Negocios,Si,Baja,1526.0,9.0,No
Nacional,53.0,3.0,130.0,Negocios,Si,Alta,390.0,9.0,Si
Nacional,44.0,4.0,167.0,Negocios,Si,Baja,668.0,3.0,No
Internacional,38.0,8.0,138.0,Vacaciones,No,Media,1104.0,4.0,Si
Nacional,49.0,5.0,126.0,Vacaciones,Si,Baja,630.0,9.0,Si
Internacional,41.0,7.0,209.0,Otro,Si,Alta,1463.0,10.0,Si
Nacional,32.0,5.0,88.0,Vacaciones,Si,Alta,440.0,9.0,Si
Internacional,44.0,7.0,217.0,Vacaciones,Si,Media,1519.0,7.0,Si
Internacional,28.0,8.0,146.0,Vacaciones,Si,Media,1168.0,6.0,No
Nacional,37.0,3.0,120.0,Otro,Si,Baja,360.0,4.0,Si
Nacional,31.0,4.0,110.0,Vacaciones,Si,Media,440.0,3.0,No
Internacional,52.0,6.0,185.0,Vacaciones,Si,Alta,1110.0,9.0,Si
Nacional,33.0,4.0,132.0,Negocios,Si,Alta,528.0,3.0,Si
Internacional,45.0,6.0,197.0,Vacaciones,Si,Alta,1182.0,9.0,Si
Internacional,36.0,7.0,197.0,Negocios,Si,Alta,1379.0,7.0,Si
Nacional,27.0,4.0,128.0,Vacaciones,Si,Media,512.0,3.0,Si
Nacional,44.0,2.0,110.0,Vacaciones,Si,Baja,220.0,10.0,Si
Internacional,53.0,8.0,206.0,Vacaciones,Si,Alta,1648.0,6.0,Si
Nacional,43.0,5.0,109.0,Vacaciones,No,Baja,545.0,4.0,No
Nacional,51.0,5.0,94.0,Vacaciones,Si,Alta,470.0,5.0,Si
Internacional,30.0,8.0,183.0,Negocios,No,Alta,1464.0,4.0,Si
Nacional,38.0,3.0,123.0,Otro,Si,Alta,369.0,4.0,Si
Nacional,29.0,4.0,119.0,Negocios,No,Alta,476.0,6.0,Si
Internacional,53.0,8.0,179.0,Vacaciones,Si,Media,1432.0,5.0,No
Nacional,57.0,4.0,99.0,Vacaciones,Si,Alta,396.0,8.0,Si
Internacional,29.0,7.0,223.0,Vacaciones,Si,Media,1561.0,6.0,No
Nacional,32.0,4.0,88.0,Vacaciones,Si,Alta,352.0,4.0,Si
Nacional,45.0,3.0,142.0,Vacaciones,Si,Baja,426.0,9.0,Si
Internacional,58.0,5.0,200.0,Negocios,Si,Baja,1000.0,8.0,No
Internacional,25.0,8.0,232.0,Vacaciones,Si,Baja,1856.0,10.0,Si
Internacional,28.0,7.0,261.0,Vacaciones,No,Alta,1827.0,6.0,Si
Nacional,37.0,2.0,102.0,Vacaciones,Si,Media,204.0,9.0,No
Nacional,40.0,5.0,121.0,Vacaciones,Si,Alta,605.0,3.0,Si
Nacional,27.0,4.0,120.0,Vacaciones,Si,Baja,480.0,8.0,No
